tile_int,tile_vector,n_tiles,n_triplets,n_pairs,n_koritsu,n_terminals,n_ways
1233345557777,1131304,13,3,0,4,6,1024
1233345566667,1131241,13,2,1,5,7,6144
1233345566677,1131232,13,2,2,3,7,36864
1233345566777,1131223,13,2,2,3,7,36864
1233345567777,1131214,13,2,1,5,7,6144
1233345666677,1131142,13,2,1,5,7,6144
1233345666777,1131133,13,3,0,4,7,16384
1233345667777,1131124,13,2,1,5,7,6144
1233346666777,1131043,13,3,0,4,6,1024
1233346667777,1131034,13,3,0,4,6,1024
1233355556666,1130440,13,3,0,4,5,64
1233355556667,1130431,13,3,0,4,6,1024
1233355556677,1130422,13,2,2,3,6,2304
1233355556777,1130413,13,3,0,4,6,1024
1233355557777,1130404,13,3,0,4,5,64
1233355566667,1130341,13,3,0,4,6,1024
1233355566677,1130332,13,3,1,2,6,6144
1233355566777,1130323,13,3,1,2,6,6144
1233355567777,1130314,13,3,0,4,6,1024
1233355666677,1130242,13,2,2,3,6,2304
1233355666777,1130233,13,3,1,2,6,6144
1233355667777,1130224,13,2,2,3,6,2304
1233356666777,1130143,13,3,0,4,6,1024
1233356667777,1130134,13,3,0,4,6,1024
1233366667777,1130044,13,3,0,4,5,64
1233444455556,1124410,13,2,1,5,6,384
1233444455557,1124401,13,2,1,5,6,384
1233444455566,1124320,13,2,2,3,6,2304
1233444455567,1124311,13,2,1,5,7,6144
1233444455577,1124302,13,2,2,3,6,2304
1233444455666,1124230,13,2,2,3,6,2304
1233444455667,1124221,13,1,3,4,7,13824
1233444455677,1124212,13,1,3,4,7,13824
1233444455777,1124203,13,2,2,3,6,2304
1233444456666,1124140,13,2,1,5,6,384
1233444456667,1124131,13,2,1,5,7,6144
1233444456677,1124122,13,1,3,4,7,13824
1233444456777,1124113,13,2,1,5,7,6144
1233444457777,1124104,13,2,1,5,6,384
1233444466667,1124041,13,2,1,5,6,384
1233444466677,1124032,13,2,2,3,6,2304
1233444466777,1124023,13,2,2,3,6,2304
1233444467777,1124014,13,2,1,5,6,384
1233444555566,1123420,13,2,2,3,6,2304
1233444555567,1123411,13,2,1,5,7,6144
1233444555577,1123402,13,2,2,3,6,2304
1233444555666,1123330,13,3,1,2,6,6144
1233444555667,1123321,13,2,2,3,7,36864
1233444555677,1123312,13,2,2,3,7,36864
1233444555777,1123303,13,3,1,2,6,6144
1233444556666,1123240,13,2,2,3,6,2304
1233444556667,1123231,13,2,2,3,7,36864
1233444556677,1123222,13,1,4,2,7,82944
1233444556777,1123213,13,2,2,3,7,36864
1233444557777,1123204,13,2,2,3,6,2304
1233444566667,1123141,13,2,1,5,7,6144
1233444566677,1123132,13,2,2,3,7,36864
1233444566777,1123123,13,2,2,3,7,36864
1233444567777,1123114,13,2,1,5,7,6144
1233444666677,1123042,13,2,2,3,6,2304
1233444666777,1123033,13,3,1,2,6,6144
1233444667777,1123024,13,2,2,3,6,2304
1233445555666,1122430,13,2,2,3,6,2304
1233445555667,1122421,13,1,3,4,7,13824
1233445555677,1122412,13,1,3,4,7,13824
1233445555777,1122403,13,2,2,3,6,2304
1233445556666,1122340,13,2,2,3,6,2304
1233445556667,1122331,13,2,2,3,7,36864
1233445556677,1122322,13,1,4,2,7,82944
1233445556777,1122313,13,2,2,3,7,36864
1233445557777,1122304,13,2,2,3,6,2304
1233445566667,1122241,13,1,3,4,7,13824
1233445566677,1122232,13,1,4,2,7,82944
1233445566777,1122223,13,1,4,2,7,82944
1233445567777,1122214,13,1,3,4,7,13824
1233445666677,1122142,13,1,3,4,7,13824
1233445666777,1122133,13,2,2,3,7,36864
1233445667777,1122124,13,1,3,4,7,13824
1233446666777,1122043,13,2,2,3,6,2304
1233446667777,1122034,13,2,2,3,6,2304
1233455556666,1121440,13,2,1,5,6,384
1233455556667,1121431,13,2,1,5,7,6144
1233455556677,1121422,13,1,3,4,7,13824
1233455556777,1121413,13,2,1,5,7,6144
1233455557777,1121404,13,2,1,5,6,384
1233455566667,1121341,13,2,1,5,7,6144
1233455566677,1121332,13,2,2,3,7,36864
1233455566777,1121323,13,2,2,3,7,36864
1233455567777,1121314,13,2,1,5,7,6144
1233455666677,1121242,13,1,3,4,7,13824
1233455666777,1121233,13,2,2,3,7,36864
1233455667777,1121224,13,1,3,4,7,13824
1233456666777,1121143,13,2,1,5,7,6144
1233456667777,1121134,13,2,1,5,7,6144
1233466667777,1121044,13,2,1,5,6,384
1233555566667,1120441,13,2,1,5,6,384
1233555566677,1120432,13,2,2,3,6,2304
1233555566777,1120423,13,2,2,3,6,2304
1233555567777,1120414,13,2,1,5,6,384
1233555666677,1120342,13,2,2,3,6,2304
1233555666777,1120333,13,3,1,2,6,6144
1233555667777,1120324,13,2,2,3,6,2304
1233556666777,1120243,13,2,2,3,6,2304
1233556667777,1120234,13,2,2,3,6,2304
1233566667777,1120144,13,2,1,5,6,384
1234444555566,1114420,13,2,1,5,6,384
1234444555567,1114411,13,2,0,7,7,1024
1234444555577,1114402,13,2,1,5,6,384
1234444555666,1114330,13,3,0,4,6,1024
1234444555667,1114321,13,2,1,5,7,6144
1234444555677,1114312,13,2,1,5,7,6144
1234444555777,1114303,13,3,0,4,6,1024
1234444556666,1114240,13,2,1,5,6,384
1234444556667,1114231,13,2,1,5,7,6144
1234444556677,1114222,13,1,3,4,7,13824
1234444556777,1114213,13,2,1,5,7,6144
1234444557777,1114204,13,2,1,5,6,384
1234444566667,1114141,13,2,0,7,7,1024
1234444566677,1114132,13,2,1,5,7,6144
1234444566777,1114123,13,2,1,5,7,6144
1234444567777,1114114,13,2,0,7,7,1024
1234444666677,1114042,13,2,1,5,6,384
1234444666777,1114033,13,3,0,4,6,1024
1234444667777,1114024,13,2,1,5,6,384
1234445555666,1113430,13,3,0,4,6,1024
1234445555667,1113421,13,2,1,5,7,6144
1234445555677,1113412,13,2,1,5,7,6144
1234445555777,1113403,13,3,0,4,6,1024
1234445556666,1113340,13,3,0,4,6,1024
1234445556667,1113331,13,3,0,4,7,16384
1234445556677,1113322,13,2,2,3,7,36864
1234445556777,1113313,13,3,0,4,7,16384
1234445557777,1113304,13,3,0,4,6,1024
1234445566667,1113241,13,2,1,5,7,6144
1234445566677,1113232,13,2,2,3,7,36864
1234445566777,1113223,13,2,2,3,7,36864
1234445567777,1113214,13,2,1,5,7,6144
1234445666677,1113142,13,2,1,5,7,6144
1234445666777,1113133,13,3,0,4,7,16384
1234445667777,1113124,13,2,1,5,7,6144
1234446666777,1113043,13,3,0,4,6,1024
1234446667777,1113034,13,3,0,4,6,1024
1234455556666,1112440,13,2,1,5,6,384
1234455556667,1112431,13,2,1,5,7,6144
1234455556677,1112422,13,1,3,4,7,13824
1234455556777,1112413,13,2,1,5,7,6144
1234455557777,1112404,13,2,1,5,6,384
1234455566667,1112341,13,2,1,5,7,6144
1234455566677,1112332,13,2,2,3,7,36864
1234455566777,1112323,13,2,2,3,7,36864
1234455567777,1112314,13,2,1,5,7,6144
1234455666677,1112242,13,1,3,4,7,13824
1234455666777,1112233,13,2,2,3,7,36864
1234455667777,1112224,13,1,3,4,7,13824
1234456666777,1112143,13,2,1,5,7,6144
1234456667777,1112134,13,2,1,5,7,6144
1234466667777,1112044,13,2,1,5,6,384
1234555566667,1111441,13,2,0,7,7,1024
1234555566677,1111432,13,2,1,5,7,6144
1234555566777,1111423,13,2,1,5,7,6144
1234555567777,1111414,13,2,0,7,7,1024
1234555666677,1111342,13,2,1,5,7,6144
1234555666777,1111333,13,3,0,4,7,16384
1234555667777,1111324,13,2,1,5,7,6144
1234556666777,1111243,13,2,1,5,7,6144
1234556667777,1111234,13,2,1,5,7,6144
1234566667777,1111144,13,2,0,7,7,1024
1235555666677,1110442,13,2,1,5,6,384
1235555666777,1110433,13,3,0,4,6,1024
1235555667777,1110424,13,2,1,5,6,384
1235556666777,1110343,13,3,0,4,6,1024
1235556667777,1110334,13,3,0,4,6,1024
1235566667777,1110244,13,2,1,5,6,384
1244445555666,1104430,13,3,0,4,5,64
1244445555667,1104421,13,2,1,5,6,384
1244445555677,1104412,13,2,1,5,6,384
1244445555777,1104403,13,3,0,4,5,64
1244445556666,1104340,13,3,0,4,5,64
1244445556667,1104331,13,3,0,4,6,1024
1244445556677,1104322,13,2,2,3,6,2304
1244445556777,1104313,13,3,0,4,6,1024
1244445557777,1104304,13,3,0,4,5,64
1244445566667,1104241,13,2,1,5,6,384
1244445566677,1104232,13,2,2,3,6,2304
1244445566777,1104223,13,2,2,3,6,2304
1244445567777,1104214,13,2,1,5,6,384
1244445666677,1104142,13,2,1,5,6,384
1244445666777,1104133,13,3,0,4,6,1024
1244445667777,1104124,13,2,1,5,6,384
1244446666777,1104043,13,3,0,4,5,64
1244446667777,1104034,13,3,0,4,5,64
1244455556666,1103440,13,3,0,4,5,64
1244455556667,1103431,13,3,0,4,6,1024
1244455556677,1103422,13,2,2,3,6,2304
1244455556777,1103413,13,3,0,4,6,1024
1244455557777,1103404,13,3,0,4,5,64
1244455566667,1103341,13,3,0,4,6,1024
1244455566677,1103332,13,3,1,2,6,6144
1244455566777,1103323,13,3,1,2,6,6144
1244455567777,1103314,13,3,0,4,6,1024
1244455666677,1103242,13,2,2,3,6,2304
1244455666777,1103233,13,3,1,2,6,6144
1244455667777,1103224,13,2,2,3,6,2304
1244456666777,1103143,13,3,0,4,6,1024
1244456667777,1103134,13,3,0,4,6,1024
1244466667777,1103044,13,3,0,4,5,64
1244555566667,1102441,13,2,1,5,6,384
1244555566677,1102432,13,2,2,3,6,2304
1244555566777,1102423,13,2,2,3,6,2304
1244555567777,1102414,13,2,1,5,6,384
1244555666677,1102342,13,2,2,3,6,2304
1244555666777,1102333,13,3,1,2,6,6144
1244555667777,1102324,13,2,2,3,6,2304
1244556666777,1102243,13,2,2,3,6,2304
1244556667777,1102234,13,2,2,3,6,2304
1244566667777,1102144,13,2,1,5,6,384
1245555666677,1101442,13,2,1,5,6,384
1245555666777,1101433,13,3,0,4,6,1024
1245555667777,1101424,13,2,1,5,6,384
1245556666777,1101343,13,3,0,4,6,1024
1245556667777,1101334,13,3,0,4,6,1024
1245566667777,1101244,13,2,1,5,6,384
1255556666777,1100443,13,3,0,4,5,64
1255556667777,1100434,13,3,0,4,5,64
1255566667777,1100344,13,3,0,4,5,64
1333344445555,1044400,13,3,0,4,4,4
1333344445556,1044310,13,3,0,4,5,64
1333344445557,1044301,13,3,0,4,5,64
1333344445566,1044220,13,2,2,3,5,144
1333344445567,1044211,13,2,1,5,6,384
1333344445577,1044202,13,2,2,3,5,144
1333344445666,1044130,13,3,0,4,5,64
1333344445667,1044121,13,2,1,5,6,384
1333344445677,1044112,13,2,1,5,6,384
1333344445777,1044103,13,3,0,4,5,64
1333344446666,1044040,13,3,0,4,4,4
1333344446667,1044031,13,3,0,4,5,64
1333344446677,1044022,13,2,2,3,5,144
1333344446777,1044013,13,3,0,4,5,64
1333344447777,1044004,13,3,0,4,4,4
1333344455556,1043410,13,3,0,4,5,64
1333344455557,1043401,13,3,0,4,5,64
1333344455566,1043320,13,3,1,2,5,384
1333344455567,1043311,13,3,0,4,6,1024
1333344455577,1043302,13,3,1,2,5,384
1333344455666,1043230,13,3,1,2,5,384
1333344455667,1043221,13,2,2,3,6,2304
1333344455677,1043212,13,2,2,3,6,2304
1333344455777,1043203,13,3,1,2,5,384
1333344456666,1043140,13,3,0,4,5,64
1333344456667,1043131,13,3,0,4,6,1024
1333344456677,1043122,13,2,2,3,6,2304
1333344456777,1043113,13,3,0,4,6,1024
1333344457777,1043104,13,3,0,4,5,64
1333344466667,1043041,13,3,0,4,5,64
1333344466677,1043032,13,3,1,2,5,384
1333344466777,1043023,13,3,1,2,5,384
1333344467777,1043014,13,3,0,4,5,64
1333344555566,1042420,13,2,2,3,5,144
1333344555567,1042411,13,2,1,5,6,384
1333344555577,1042402,13,2,2,3,5,144
1333344555666,1042330,13,3,1,2,5,384
1333344555667,1042321,13,2,2,3,6,2304
1333344555677,1042312,13,2,2,3,6,2304
1333344555777,1042303,13,3,1,2,5,384
1333344556666,1042240,13,2,2,3,5,144
1333344556667,1042231,13,2,2,3,6,2304
1333344556677,1042222,13,1,4,2,6,5184
1333344556777,1042213,13,2,2,3,6,2304
1333344557777,1042204,13,2,2,3,5,144
1333344566667,1042141,13,2,1,5,6,384
1333344566677,1042132,13,2,2,3,6,2304
1333344566777,1042123,13,2,2,3,6,2304
1333344567777,1042114,13,2,1,5,6,384
1333344666677,1042042,13,2,2,3,5,144
1333344666777,1042033,13,3,1,2,5,384
1333344667777,1042024,13,2,2,3,5,144
1333345555666,1041430,13,3,0,4,5,64
1333345555667,1041421,13,2,1,5,6,384
1333345555677,1041412,13,2,1,5,6,384
1333345555777,1041403,13,3,0,4,5,64
1333345556666,1041340,13,3,0,4,5,64
1333345556667,1041331,13,3,0,4,6,1024
1333345556677,1041322,13,2,2,3,6,2304
1333345556777,1041313,13,3,0,4,6,1024
1333345557777,1041304,13,3,0,4,5,64
1333345566667,1041241,13,2,1,5,6,384
1333345566677,1041232,13,2,2,3,6,2304
1333345566777,1041223,13,2,2,3,6,2304
1333345567777,1041214,13,2,1,5,6,384
1333345666677,1041142,13,2,1,5,6,384
1333345666777,1041133,13,3,0,4,6,1024
1333345667777,1041124,13,2,1,5,6,384
1333346666777,1041043,13,3,0,4,5,64
1333346667777,1041034,13,3,0,4,5,64
1333355556666,1040440,13,3,0,4,4,4
1333355556667,1040431,13,3,0,4,5,64
1333355556677,1040422,13,2,2,3,5,144
1333355556777,1040413,13,3,0,4,5,64
1333355557777,1040404,13,3,0,4,4,4
1333355566667,1040341,13,3,0,4,5,64
1333355566677,1040332,13,3,1,2,5,384
1333355566777,1040323,13,3,1,2,5,384
1333355567777,1040314,13,3,0,4,5,64
1333355666677,1040242,13,2,2,3,5,144
1333355666777,1040233,13,3,1,2,5,384
1333355667777,1040224,13,2,2,3,5,144
1333356666777,1040143,13,3,0,4,5,64
1333356667777,1040134,13,3,0,4,5,64
1333366667777,1040044,13,3,0,4,4,4
1333444455556,1034410,13,3,0,4,5,64
1333444455557,1034401,13,3,0,4,5,64
1333444455566,1034320,13,3,1,2,5,384
1333444455567,1034311,13,3,0,4,6,1024
1333444455577,1034302,13,3,1,2,5,384
1333444455666,1034230,13,3,1,2,5,384
1333444455667,1034221,13,2,2,3,6,2304
1333444455677,1034212,13,2,2,3,6,2304
1333444455777,1034203,13,3,1,2,5,384
1333444456666,1034140,13,3,0,4,5,64
1333444456667,1034131,13,3,0,4,6,1024
1333444456677,1034122,13,2,2,3,6,2304
1333444456777,1034113,13,3,0,4,6,1024
1333444457777,1034104,13,3,0,4,5,64
1333444466667,1034041,13,3,0,4,5,64
1333444466677,1034032,13,3,1,2,5,384
1333444466777,1034023,13,3,1,2,5,384
1333444467777,1034014,13,3,0,4,5,64
1333444555566,1033420,13,3,1,2,5,384
1333444555567,1033411,13,3,0,4,6,1024
1333444555577,1033402,13,3,1,2,5,384
1333444555666,1033330,13,4,0,1,5,1024
1333444555667,1033321,13,3,1,2,6,6144
1333444555677,1033312,13,3,1,2,6,6144
1333444555777,1033303,13,4,0,1,5,1024
1333444556666,1033240,13,3,1,2,5,384
1333444556667,1033231,13,3,1,2,6,6144
1333444556677,1033222,13,2,3,1,6,13824
1333444556777,1033213,13,3,1,2,6,6144
1333444557777,1033204,13,3,1,2,5,384
1333444566667,1033141,13,3,0,4,6,1024
1333444566677,1033132,13,3,1,2,6,6144
1333444566777,1033123,13,3,1,2,6,6144
1333444567777,1033114,13,3,0,4,6,1024
1333444666677,1033042,13,3,1,2,5,384
1333444666777,1033033,13,4,0,1,5,1024
1333444667777,1033024,13,3,1,2,5,384
1333445555666,1032430,13,3,1,2,5,384
1333445555667,1032421,13,2,2,3,6,2304
1333445555677,1032412,13,2,2,3,6,2304
1333445555777,1032403,13,3,1,2,5,384
1333445556666,1032340,13,3,1,2,5,384
1333445556667,1032331,13,3,1,2,6,6144
1333445556677,1032322,13,2,3,1,6,13824
1333445556777,1032313,13,3,1,2,6,6144
1333445557777,1032304,13,3,1,2,5,384
1333445566667,1032241,13,2,2,3,6,2304
1333445566677,1032232,13,2,3,1,6,13824
1333445566777,1032223,13,2,3,1,6,13824
1333445567777,1032214,13,2,2,3,6,2304
1333445666677,1032142,13,2,2,3,6,2304
1333445666777,1032133,13,3,1,2,6,6144
1333445667777,1032124,13,2,2,3,6,2304
1333446666777,1032043,13,3,1,2,5,384
1333446667777,1032034,13,3,1,2,5,384
1333455556666,1031440,13,3,0,4,5,64
1333455556667,1031431,13,3,0,4,6,1024
1333455556677,1031422,13,2,2,3,6,2304
1333455556777,1031413,13,3,0,4,6,1024
1333455557777,1031404,13,3,0,4,5,64
1333455566667,1031341,13,3,0,4,6,1024
1333455566677,1031332,13,3,1,2,6,6144
1333455566777,1031323,13,3,1,2,6,6144
1333455567777,1031314,13,3,0,4,6,1024
1333455666677,1031242,13,2,2,3,6,2304
1333455666777,1031233,13,3,1,2,6,6144
1333455667777,1031224,13,2,2,3,6,2304
1333456666777,1031143,13,3,0,4,6,1024
1333456667777,1031134,13,3,0,4,6,1024
1333466667777,1031044,13,3,0,4,5,64
1333555566667,1030441,13,3,0,4,5,64
1333555566677,1030432,13,3,1,2,5,384
1333555566777,1030423,13,3,1,2,5,384
1333555567777,1030414,13,3,0,4,5,64
1333555666677,1030342,13,3,1,2,5,384
1333555666777,1030333,13,4,0,1,5,1024
1333555667777,1030324,13,3,1,2,5,384
1333556666777,1030243,13,3,1,2,5,384
1333556667777,1030234,13,3,1,2,5,384
1333566667777,1030144,13,3,0,4,5,64
1334444555566,1024420,13,2,2,3,5,144
1334444555567,1024411,13,2,1,5,6,384
1334444555577,1024402,13,2,2,3,5,144
1334444555666,1024330,13,3,1,2,5,384
1334444555667,1024321,13,2,2,3,6,2304
1334444555677,1024312,13,2,2,3,6,2304
1334444555777,1024303,13,3,1,2,5,384
1334444556666,1024240,13,2,2,3,5,144
1334444556667,1024231,13,2,2,3,6,2304
1334444556677,1024222,13,1,4,2,6,5184
1334444556777,1024213,13,2,2,3,6,2304
1334444557777,1024204,13,2,2,3,5,144
1334444566667,1024141,13,2,1,5,6,384
1334444566677,1024132,13,2,2,3,6,2304
1334444566777,1024123,13,2,2,3,6,2304
1334444567777,1024114,13,2,1,5,6,384
1334444666677,1024042,13,2,2,3,5,144
1334444666777,1024033,13,3,1,2,5,384
1334444667777,1024024,13,2,2,3,5,144
1334445555666,1023430,13,3,1,2,5,384
1334445555667,1023421,13,2,2,3,6,2304
1334445555677,1023412,13,2,2,3,6,2304
1334445555777,1023403,13,3,1,2,5,384
1334445556666,1023340,13,3,1,2,5,384
1334445556667,1023331,13,3,1,2,6,6144
1334445556677,1023322,13,2,3,1,6,13824
1334445556777,1023313,13,3,1,2,6,6144
1334445557777,1023304,13,3,1,2,5,384
1334445566667,1023241,13,2,2,3,6,2304
1334445566677,1023232,13,2,3,1,6,13824
1334445566777,1023223,13,2,3,1,6,13824
1334445567777,1023214,13,2,2,3,6,2304
1334445666677,1023142,13,2,2,3,6,2304
1334445666777,1023133,13,3,1,2,6,6144
1334445667777,1023124,13,2,2,3,6,2304
1334446666777,1023043,13,3,1,2,5,384
1334446667777,1023034,13,3,1,2,5,384
1334455556666,1022440,13,2,2,3,5,144
1334455556667,1022431,13,2,2,3,6,2304
1334455556677,1022422,13,1,4,2,6,5184
1334455556777,1022413,13,2,2,3,6,2304
1334455557777,1022404,13,2,2,3,5,144
1334455566667,1022341,13,2,2,3,6,2304
1334455566677,1022332,13,2,3,1,6,13824
1334455566777,1022323,13,2,3,1,6,13824
1334455567777,1022314,13,2,2,3,6,2304
1334455666677,1022242,13,1,4,2,6,5184
1334455666777,1022233,13,2,3,1,6,13824
1334455667777,1022224,13,1,4,2,6,5184
1334456666777,1022143,13,2,2,3,6,2304
1334456667777,1022134,13,2,2,3,6,2304
1334466667777,1022044,13,2,2,3,5,144
1334555566667,1021441,13,2,1,5,6,384
1334555566677,1021432,13,2,2,3,6,2304
1334555566777,1021423,13,2,2,3,6,2304
1334555567777,1021414,13,2,1,5,6,384
1334555666677,1021342,13,2,2,3,6,2304
1334555666777,1021333,13,3,1,2,6,6144
1334555667777,1021324,13,2,2,3,6,2304
1334556666777,1021243,13,2,2,3,6,2304
1334556667777,1021234,13,2,2,3,6,2304
1334566667777,1021144,13,2,1,5,6,384
1335555666677,1020442,13,2,2,3,5,144
1335555666777,1020433,13,3,1,2,5,384
1335555667777,1020424,13,2,2,3,5,144
1335556666777,1020343,13,3,1,2,5,384
1335556667777,1020334,13,3,1,2,5,384
1335566667777,1020244,13,2,2,3,5,144
1344445555666,1014430,13,3,0,4,5,64
1344445555667,1014421,13,2,1,5,6,384
1344445555677,1014412,13,2,1,5,6,384
1344445555777,1014403,13,3,0,4,5,64
1344445556666,1014340,13,3,0,4,5,64
1344445556667,1014331,13,3,0,4,6,1024
1344445556677,1014322,13,2,2,3,6,2304
1344445556777,1014313,13,3,0,4,6,1024
1344445557777,1014304,13,3,0,4,5,64
1344445566667,1014241,13,2,1,5,6,384
1344445566677,1014232,13,2,2,3,6,2304
1344445566777,1014223,13,2,2,3,6,2304
1344445567777,1014214,13,2,1,5,6,384
1344445666677,1014142,13,2,1,5,6,384
1344445666777,1014133,13,3,0,4,6,1024
1344445667777,1014124,13,2,1,5,6,384
1344446666777,1014043,13,3,0,4,5,64
1344446667777,1014034,13,3,0,4,5,64
1344455556666,1013440,13,3,0,4,5,64
1344455556667,1013431,13,3,0,4,6,1024
1344455556677,1013422,13,2,2,3,6,2304
1344455556777,1013413,13,3,0,4,6,1024
1344455557777,1013404,13,3,0,4,5,64
1344455566667,1013341,13,3,0,4,6,1024
1344455566677,1013332,13,3,1,2,6,6144
1344455566777,1013323,13,3,1,2,6,6144
1344455567777,1013314,13,3,0,4,6,1024
1344455666677,1013242,13,2,2,3,6,2304
1344455666777,1013233,13,3,1,2,6,6144
1344455667777,1013224,13,2,2,3,6,2304
1344456666777,1013143,13,3,0,4,6,1024
1344456667777,1013134,13,3,0,4,6,1024
1344466667777,1013044,13,3,0,4,5,64
1344555566667,1012441,13,2,1,5,6,384
1344555566677,1012432,13,2,2,3,6,2304
1344555566777,1012423,13,2,2,3,6,2304
1344555567777,1012414,13,2,1,5,6,384
1344555666677,1012342,13,2,2,3,6,2304
1344555666777,1012333,13,3,1,2,6,6144
1344555667777,1012324,13,2,2,3,6,2304
1344556666777,1012243,13,2,2,3,6,2304
1344556667777,1012234,13,2,2,3,6,2304
1344566667777,1012144,13,2,1,5,6,384
1345555666677,1011442,13,2,1,5,6,384
1345555666777,1011433,13,3,0,4,6,1024
1345555667777,1011424,13,2,1,5,6,384
1345556666777,1011343,13,3,0,4,6,1024
1345556667777,1011334,13,3,0,4,6,1024
1345566667777,1011244,13,2,1,5,6,384
1355556666777,1010443,13,3,0,4,5,64
1355556667777,1010434,13,3,0,4,5,64
1355566667777,1010344,13,3,0,4,5,64
1444455556666,1004440,13,3,0,4,4,4
1444455556667,1004431,13,3,0,4,5,64
1444455556677,1004422,13,2,2,3,5,144
1444455556777,1004413,13,3,0,4,5,64
1444455557777,1004404,13,3,0,4,4,4
1444455566667,1004341,13,3,0,4,5,64
1444455566677,1004332,13,3,1,2,5,384
1444455566777,1004323,13,3,1,2,5,384
1444455567777,1004314,13,3,0,4,5,64
1444455666677,1004242,13,2,2,3,5,144
1444455666777,1004233,13,3,1,2,5,384
1444455667777,1004224,13,2,2,3,5,144
1444456666777,1004143,13,3,0,4,5,64
1444456667777,1004134,13,3,0,4,5,64
1444466667777,1004044,13,3,0,4,4,4
1444555566667,1003441,13,3,0,4,5,64
1444555566677,1003432,13,3,1,2,5,384
1444555566777,1003423,13,3,1,2,5,384
1444555567777,1003414,13,3,0,4,5,64
1444555666677,1003342,13,3,1,2,5,384
1444555666777,1003333,13,4,0,1,5,1024
1444555667777,1003324,13,3,1,2,5,384
1444556666777,1003243,13,3,1,2,5,384
1444556667777,1003234,13,3,1,2,5,384
1444566667777,1003144,13,3,0,4,5,64
1445555666677,1002442,13,2,2,3,5,144
1445555666777,1002433,13,3,1,2,5,384
1445555667777,1002424,13,2,2,3,5,144
1445556666777,1002343,13,3,1,2,5,384
1445556667777,1002334,13,3,1,2,5,384
1445566667777,1002244,13,2,2,3,5,144
1455556666777,1001443,13,3,0,4,5,64
1455556667777,1001434,13,3,0,4,5,64
1455566667777,1001344,13,3,0,4,5,64
1555566667777,1000444,13,3,0,4,4,4
2222333344445,0444100,13,3,0,4,4,4
2222333344446,0444010,13,3,0,4,4,4
2222333344447,0444001,13,3,0,4,4,4
2222333344455,0443200,13,3,1,2,4,24
2222333344456,0443110,13,3,0,4,5,64
2222333344457,0443101,13,3,0,4,5,64
2222333344466,0443020,13,3,1,2,4,24
2222333344467,0443011,13,3,0,4,5,64
2222333344477,0443002,13,3,1,2,4,24
2222333344555,0442300,13,3,1,2,4,24
2222333344556,0442210,13,2,2,3,5,144
2222333344557,0442201,13,2,2,3,5,144
2222333344566,0442120,13,2,2,3,5,144
2222333344567,0442111,13,2,1,5,6,384
2222333344577,0442102,13,2,2,3,5,144
2222333344666,0442030,13,3,1,2,4,24
2222333344667,0442021,13,2,2,3,5,144
2222333344677,0442012,13,2,2,3,5,144
2222333344777,0442003,13,3,1,2,4,24
2222333345555,0441400,13,3,0,4,4,4
2222333345556,0441310,13,3,0,4,5,64
2222333345557,0441301,13,3,0,4,5,64
2222333345566,0441220,13,2,2,3,5,144
2222333345567,0441211,13,2,1,5,6,384
2222333345577,0441202,13,2,2,3,5,144
2222333345666,0441130,13,3,0,4,5,64
2222333345667,0441121,13,2,1,5,6,384
2222333345677,0441112,13,2,1,5,6,384
2222333345777,0441103,13,3,0,4,5,64
2222333346666,0441040,13,3,0,4,4,4
2222333346667,0441031,13,3,0,4,5,64
2222333346677,0441022,13,2,2,3,5,144
2222333346777,0441013,13,3,0,4,5,64
2222333347777,0441004,13,3,0,4,4,4
2222333355556,0440410,13,3,0,4,4,4
2222333355557,0440401,13,3,0,4,4,4
2222333355566,0440320,13,3,1,2,4,24
2222333355567,0440311,13,3,0,4,5,64
2222333355577,0440302,13,3,1,2,4,24
2222333355666,0440230,13,3,1,2,4,24
2222333355667,0440221,13,2,2,3,5,144
2222333355677,0440212,13,2,2,3,5,144
2222333355777,0440203,13,3,1,2,4,24
2222333356666,0440140,13,3,0,4,4,4
2222333356667,0440131,13,3,0,4,5,64
2222333356677,0440122,13,2,2,3,5,144
2222333356777,0440113,13,3,0,4,5,64
2222333357777,0440104,13,3,0,4,4,4
2222333366667,0440041,13,3,0,4,4,4
2222333366677,0440032,13,3,1,2,4,24
2222333366777,0440023,13,3,1,2,4,24
2222333367777,0440014,13,3,0,4,4,4
2222333444455,0434200,13,3,1,2,4,24
2222333444456,0434110,13,3,0,4,5,64
2222333444457,0434101,13,3,0,4,5,64
2222333444466,0434020,13,3,1,2,4,24
2222333444467,0434011,13,3,0,4,5,64
2222333444477,0434002,13,3,1,2,4,24
2222333444555,0433300,13,4,0,1,4,64
2222333444556,0433210,13,3,1,2,5,384
2222333444557,0433201,13,3,1,2,5,384
2222333444566,0433120,13,3,1,2,5,384
2222333444567,0433111,13,3,0,4,6,1024
2222333444577,0433102,13,3,1,2,5,384
2222333444666,0433030,13,4,0,1,4,64
2222333444667,0433021,13,3,1,2,5,384
2222333444677,0433012,13,3,1,2,5,384
2222333444777,0433003,13,4,0,1,4,64
2222333445555,0432400,13,3,1,2,4,24
2222333445556,0432310,13,3,1,2,5,384
2222333445557,0432301,13,3,1,2,5,384
2222333445566,0432220,13,2,3,1,5,864
2222333445567,0432211,13,2,2,3,6,2304
2222333445577,0432202,13,2,3,1,5,864
2222333445666,0432130,13,3,1,2,5,384
